mean_within_prompt_js,mean_between_prompt_js,mean_js_margin,mean_js_ratio,mean_centroid_entropy,mean_dominant_cluster_share,mean_dominant_outcome_share
0.22620928542038413,0.3365622625839963,0.09545368476051735,0.7227976224634746,1.5547440977389042,0.4571742724867725,0.77
