same_prompt,same_family,same_outcome,js_divergence,tv_distance
False,False,False,0.5255429751755818,0.6096701982228298
False,False,True,0.4958469802155184,0.5830846422338568
False,True,False,0.34399444682666275,0.44973616473616473
False,True,True,0.32459928660164933,0.4255294486215539
True,True,False,0.28196859842543903,0.40034013605442176
True,True,True,0.20327628863673675,0.29596399535423923
