task_family,outcome_correct,best_abs_alignment_mean_correct,best_abs_alignment_median_correct,count_correct,residual_energy_mean_correct,residual_energy_median_correct,outcome_incorrect,best_abs_alignment_mean_incorrect,best_abs_alignment_median_incorrect,count_incorrect,residual_energy_mean_incorrect,residual_energy_median_incorrect,alignment_mean_diff_incorrect_minus_correct,residual_mean_diff_incorrect_minus_correct
arithmetic,correct,0.10695381819580989,0.098295222967863,24,0.992967039346695,0.9951450526714325,incorrect,0.13307381634201318,0.11912439391016955,14,0.9902442012514386,0.992877185344696,0.02611999814620329,-0.002722838095256308
causal_micro_world,correct,0.18444461588348657,0.19249833375215525,14,0.9809859224728176,0.9812867045402527,incorrect,0.17782277034388644,0.19073435664176935,18,0.9821527898311615,0.9816044569015502,-0.00662184553960013,0.001166867358343926
commonsense_multihop,correct,0.17251342308262116,0.1652670353651046,23,0.9832827682080476,0.9862488508224488,incorrect,0.19115302920341487,0.2225923240184784,25,0.979279100894928,0.974911630153656,0.01863960612079371,-0.00400366731311963
symbolic_logic,correct,0.1338575807484713,0.1371660530567169,11,0.9903939691456881,0.9905480742454528,incorrect,0.1514895094128755,0.150037944316864,13,0.9868048842136676,0.9886802434921264,0.017631928664404217,-0.003589084932020481
temporal_ordering,correct,0.19859237223863596,0.20795792341232294,4,0.9795644134283066,0.9779537618160248,incorrect,0.14714603992583958,0.1445672512054443,23,0.9869282556616742,0.9894949793815612,-0.05144633231279638,0.007363842233367612
