trace_id,task_family,outcome,best_static_axis,best_alignment,best_abs_alignment,residual_energy
trace_00001,arithmetic,correct,axis_1,-0.06867498904466629,0.06867498904466629,0.9976390600204468
trace_00001,arithmetic,correct,axis_4,0.21888311207294464,0.21888311207294464,0.9757511019706726
trace_00002,symbolic_logic,correct,axis_4,-0.08214765787124634,0.08214765787124634,0.9966201782226562
trace_00002,symbolic_logic,correct,axis_2,-0.08277098834514618,0.08277098834514618,0.9965686202049255
trace_00003,temporal_ordering,correct,axis_2,-0.15134096145629883,0.15134096145629883,0.9884816408157349
trace_00003,temporal_ordering,correct,axis_1,-0.22711268067359924,0.22711268067359924,0.9738684892654419
trace_00004,causal_micro_world,incorrect,axis_5,-0.0851280689239502,0.0851280689239502,0.9963700175285339
trace_00004,causal_micro_world,incorrect,axis_1,0.1226453185081482,0.1226453185081482,0.9924505352973938
trace_00005,commonsense_multihop,incorrect,axis_3,-0.2446262687444687,0.2446262687444687,0.9696174263954163
trace_00005,commonsense_multihop,incorrect,axis_4,0.23418405652046204,0.23418405652046204,0.9721922874450684
trace_00005,commonsense_multihop,incorrect,axis_4,-0.14101238548755646,0.14101238548755646,0.9900078177452087
trace_00005,commonsense_multihop,incorrect,axis_3,0.23660501837730408,0.23660501837730408,0.9716058969497681
trace_00005,commonsense_multihop,incorrect,axis_1,-0.1758566051721573,0.1758566051721573,0.9844157695770264
trace_00006,arithmetic,correct,axis_4,0.041361331939697266,0.041361331939697266,0.9991442561149597
trace_00006,arithmetic,correct,axis_1,-0.11201097071170807,0.11201097071170807,0.9937069416046143
trace_00007,symbolic_logic,correct,axis_4,-0.13122247159481049,0.13122247159481049,0.991352915763855
trace_00007,symbolic_logic,correct,axis_2,0.1633361577987671,0.1633361577987671,0.9865704774856567
trace_00007,symbolic_logic,correct,axis_5,0.09031245112419128,0.09031245112419128,0.9959134459495544
trace_00008,temporal_ordering,incorrect,axis_2,-0.1051689088344574,0.1051689088344574,0.9944543838500977
trace_00008,temporal_ordering,incorrect,axis_3,-0.08563096821308136,0.08563096821308136,0.9963269233703613
trace_00008,temporal_ordering,incorrect,axis_4,0.10832072794437408,0.10832072794437408,0.9941160082817078
trace_00008,temporal_ordering,incorrect,axis_2,0.1412934958934784,0.1412934958934784,0.9899677634239197
trace_00009,causal_micro_world,correct,axis_4,0.18802179396152496,0.18802179396152496,0.9821648597717285
trace_00009,causal_micro_world,correct,axis_2,0.09527863562107086,0.09527863562107086,0.9954506158828735
trace_00009,causal_micro_world,correct,axis_4,0.14135043323040009,0.14135043323040009,0.9899595975875854
trace_00009,causal_micro_world,correct,axis_2,-0.2200627475976944,0.2200627475976944,0.9754857420921326
trace_00010,commonsense_multihop,correct,axis_5,-0.1543440967798233,0.1543440967798233,0.9880171418190002
trace_00010,commonsense_multihop,correct,axis_2,0.16526703536510468,0.16526703536510468,0.9862488508224487
trace_00010,commonsense_multihop,correct,axis_2,0.20629030466079712,0.20629030466079712,0.9784908294677734
trace_00010,commonsense_multihop,correct,axis_3,0.1482815146446228,0.1482815146446228,0.9889451861381531
trace_00010,commonsense_multihop,correct,axis_3,-0.1861957609653473,0.1861957609653473,0.9825126528739929
trace_00011,arithmetic,incorrect,axis_3,0.10991911590099335,0.10991911590099335,0.993940532207489
trace_00012,symbolic_logic,incorrect,axis_2,-0.11580029129981995,0.11580029129981995,0.9932724833488464
trace_00012,symbolic_logic,incorrect,axis_5,0.08843541145324707,0.08843541145324707,0.9960818886756897
trace_00013,temporal_ordering,incorrect,axis_3,-0.2985996603965759,0.2985996603965759,0.9543784856796265
trace_00013,temporal_ordering,incorrect,axis_3,0.21660354733467102,0.21660354733467102,0.9762596487998962
trace_00013,temporal_ordering,incorrect,axis_3,-0.15635760128498077,0.15635760128498077,0.9877005219459534
trace_00014,causal_micro_world,incorrect,axis_4,-0.12191140651702881,0.12191140651702881,0.9925409555435181
trace_00014,causal_micro_world,incorrect,axis_1,0.19912874698638916,0.19912874698638916,0.9799733757972717
trace_00014,causal_micro_world,incorrect,axis_1,0.17261718213558197,0.17261718213558197,0.9849889874458313
trace_00015,commonsense_multihop,incorrect,axis_3,0.2225923240184784,0.2225923240184784,0.974911630153656
trace_00015,commonsense_multihop,incorrect,axis_4,0.11654040217399597,0.11654040217399597,0.9931859374046326
trace_00015,commonsense_multihop,incorrect,axis_3,-0.14609450101852417,0.14609450101852417,0.9892706274986267
trace_00016,arithmetic,incorrect,axis_2,0.20472246408462524,0.20472246408462524,0.9788200259208679
trace_00016,arithmetic,incorrect,axis_1,-0.19057513773441315,0.19057513773441315,0.9816725850105286
trace_00016,arithmetic,incorrect,axis_1,0.12117218971252441,0.12117218971252441,0.9926314949989319
trace_00017,symbolic_logic,incorrect,axis_3,-0.07376645505428314,0.07376645505428314,0.9972755312919617
trace_00017,symbolic_logic,incorrect,axis_2,-0.15819349884986877,0.15819349884986877,0.9874081015586853
trace_00018,temporal_ordering,incorrect,axis_5,0.06368289142847061,0.06368289142847061,0.9979701638221741
trace_00018,temporal_ordering,incorrect,axis_4,-0.1343902200460434,0.1343902200460434,0.9909284710884094
trace_00019,causal_micro_world,correct,axis_4,0.16533249616622925,0.16533249616622925,0.9862378835678101
trace_00019,causal_micro_world,correct,axis_5,-0.2033543586730957,0.2033543586730957,0.9791052341461182
trace_00019,causal_micro_world,correct,axis_3,-0.27768999338150024,0.27768999338150024,0.9606707692146301
trace_00020,commonsense_multihop,incorrect,axis_1,-0.2296062409877777,0.2296062409877777,0.9732836484909058
trace_00020,commonsense_multihop,incorrect,axis_5,0.055683933198451996,0.055683933198451996,0.9984484314918518
trace_00020,commonsense_multihop,incorrect,axis_5,-0.2842579483985901,0.2842579483985901,0.9587478637695312
trace_00021,arithmetic,correct,axis_1,-0.17258231341838837,0.17258231341838837,0.9849950671195984
trace_00021,arithmetic,correct,axis_2,0.07556737959384918,0.07556737959384918,0.9971407055854797
trace_00021,arithmetic,correct,axis_2,-0.060088593512773514,0.060088593512773514,0.998193085193634
trace_00022,symbolic_logic,correct,axis_1,0.13716605305671692,0.13716605305671692,0.9905480742454529
trace_00022,symbolic_logic,correct,axis_1,-0.13671495020389557,0.13671495020389557,0.9906104207038879
trace_00023,temporal_ordering,incorrect,axis_3,0.051581621170043945,0.051581621170043945,0.9986687898635864
trace_00023,temporal_ordering,incorrect,axis_3,0.1751195192337036,0.1751195192337036,0.9845471978187561
trace_00024,causal_micro_world,incorrect,axis_5,-0.16081708669662476,0.16081708669662476,0.9869841933250427
trace_00024,causal_micro_world,incorrect,axis_4,-0.20848393440246582,0.20848393440246582,0.9780257940292358
trace_00024,causal_micro_world,incorrect,axis_4,0.20464032888412476,0.20464032888412476,0.978837251663208
trace_00025,commonsense_multihop,correct,axis_2,0.11119028925895691,0.11119028925895691,0.9937991499900818
trace_00025,commonsense_multihop,correct,axis_5,-0.16774463653564453,0.16774463653564453,0.9858304858207703
trace_00025,commonsense_multihop,correct,axis_5,0.2425077259540558,0.2425077259540558,0.9701494574546814
trace_00025,commonsense_multihop,correct,axis_4,0.28362810611724854,0.28362810611724854,0.9589343667030334
trace_00025,commonsense_multihop,correct,axis_1,-0.22147738933563232,0.22147738933563232,0.9751654863357544
trace_00026,arithmetic,incorrect,axis_1,-0.10493984073400497,0.10493984073400497,0.9944785833358765
trace_00026,arithmetic,incorrect,axis_2,-0.08836109191179276,0.08836109191179276,0.9960885047912598
trace_00026,arithmetic,incorrect,axis_2,0.14525723457336426,0.14525723457336426,0.9893938899040222
trace_00026,arithmetic,incorrect,axis_2,0.16058412194252014,0.16058412194252014,0.9870221614837646
trace_00026,arithmetic,incorrect,axis_5,0.150577574968338,0.150577574968338,0.9885981678962708
trace_00027,symbolic_logic,incorrect,axis_3,-0.1813657283782959,0.1813657283782959,0.9834157228469849
trace_00027,symbolic_logic,incorrect,axis_1,0.1472187638282776,0.1472187638282776,0.9891039729118347
trace_00027,symbolic_logic,incorrect,axis_1,-0.16688711941242218,0.16688711941242218,0.9859760403633118
trace_00028,temporal_ordering,correct,axis_4,-0.18940001726150513,0.18940001726150513,0.9819000363349915
trace_00028,temporal_ordering,correct,axis_1,-0.22651582956314087,0.22651582956314087,0.9740074872970581
trace_00029,causal_micro_world,correct,axis_5,-0.2239995151758194,0.2239995151758194,0.9745892286300659
trace_00029,causal_micro_world,correct,axis_5,0.19697487354278564,0.19697487354278564,0.9804085493087769
trace_00029,causal_micro_world,correct,axis_2,0.21449169516563416,0.21449169516563416,0.9767258167266846
trace_00029,causal_micro_world,correct,axis_3,-0.17359405755996704,0.17359405755996704,0.9848172664642334
trace_00030,commonsense_multihop,incorrect,axis_1,-0.23365458846092224,0.23365458846092224,0.9723196625709534
trace_00030,commonsense_multihop,incorrect,axis_4,0.05247156322002411,0.05247156322002411,0.9986224174499512
trace_00030,commonsense_multihop,incorrect,axis_5,-0.23341946303844452,0.23341946303844452,0.9723761081695557
trace_00030,commonsense_multihop,incorrect,axis_5,0.2502148151397705,0.2502148151397705,0.9681903123855591
trace_00030,commonsense_multihop,incorrect,axis_4,-0.18631619215011597,0.18631619215011597,0.982489824295044
trace_00030,commonsense_multihop,incorrect,axis_4,0.23743775486946106,0.23743775486946106,0.9714027643203735
trace_00030,commonsense_multihop,incorrect,axis_4,-0.24896010756492615,0.24896010756492615,0.9685137271881104
trace_00030,commonsense_multihop,incorrect,axis_4,0.2386268824338913,0.2386268824338913,0.9711112976074219
trace_00031,arithmetic,correct,axis_4,-0.09337873011827469,0.09337873011827469,0.99563068151474
trace_00031,arithmetic,correct,axis_1,0.06753946095705032,0.06753946095705032,0.9977166056632996
trace_00031,arithmetic,correct,axis_2,0.21225346624851227,0.21225346624851227,0.9772146344184875
trace_00031,arithmetic,correct,axis_5,-0.1340361088514328,0.1340361088514328,0.9909764528274536
trace_00031,arithmetic,correct,axis_5,0.16964590549468994,0.16964590549468994,0.9855051040649414
trace_00031,arithmetic,correct,axis_1,0.040774449706077576,0.040774449706077576,0.9991683959960938
trace_00032,symbolic_logic,correct,axis_5,0.15364781022071838,0.15364781022071838,0.9881256818771362
trace_00032,symbolic_logic,correct,axis_2,-0.14231812953948975,0.14231812953948975,0.9898209571838379
trace_00033,temporal_ordering,incorrect,axis_1,-0.203477680683136,0.203477680683136,0.9790796041488647
trace_00033,temporal_ordering,incorrect,axis_1,-0.10105767846107483,0.10105767846107483,0.9948805570602417
trace_00033,temporal_ordering,incorrect,axis_1,0.2433260679244995,0.2433260679244995,0.9699445366859436
