error_family,pair_count,atlas_pca1,atlas_pca2,atlas_umap1,atlas_umap2,mean_projection_margin,mean_own_family_projection_energy,mean_best_other_projection_energy,proj_causal_substitution,proj_definition_substitution,proj_entity_swap,proj_numeric_distortion,proj_role_inversion
causal_substitution,20,0.4785841405391693,-0.584681510925293,2.8207483291625977,11.540388107299805,0.24158814852125943,0.40236172643490137,0.16077357791364194,0.40236172643490137,0.05720136961899698,0.07616046583279967,0.0657379955984652,0.14230628907680512
definition_substitution,20,-0.42696619033813477,-0.7729384899139404,5.324093818664551,5.446354866027832,0.2130786375142634,0.36410175943747164,0.15102312192320824,0.07139250477775931,0.36410175943747164,0.09297641604207456,0.06397213605232537,0.11475195586681367
entity_swap,20,-1.1681287288665771,-0.16110721230506897,4.3012285232543945,7.724446773529053,0.24129282808862626,0.3827856646385044,0.14149283654987813,0.07281690025702119,0.077623136411421,0.3827856646385044,0.074139747582376,0.08442069021984935
numeric_distortion,20,-0.17707695066928864,1.5947542190551758,7.6174516677856445,6.43717098236084,0.3167323928326368,0.4796026606112719,0.16287026777863503,0.08119260231032968,0.03581507103517652,0.09930819845758379,0.4796026606112719,0.13788064643740655
role_inversion,20,1.2935876846313477,-0.07602697610855103,8.557405471801758,10.96407413482666,0.3183740094304085,0.4369967617094517,0.1186227522790432,0.09888955969363451,0.04670152225298807,0.03768297395436093,0.06612612064927817,0.4369967617094517
