same_prompt,same_family,same_outcome,js_divergence,tv_distance
False,False,False,0.509823180228616,0.593720346703317
False,False,True,0.4984278227867869,0.5846380236438292
False,True,False,0.3977700029122897,0.5055053004873794
False,True,True,0.3612499516300999,0.470002706157909
True,True,False,0.18463530733186861,0.2967483848885466
True,True,True,0.1697356970528947,0.25901594314701826
