mean_within_prompt_js,mean_between_prompt_js,mean_js_margin,mean_js_ratio,mean_centroid_entropy,mean_dominant_cluster_share,mean_dominant_outcome_share
0.17339667618498067,0.36095584191689756,0.1897385311314476,0.5007833167793274,1.4964491661146468,0.5001700328486042,0.7433333333333333
