task_family,correct_count,incorrect_count,correct_residual_norm_mean,incorrect_residual_norm_mean,incorrect_minus_correct_residual_norm,correct_static_projection_mean,incorrect_static_projection_mean,incorrect_minus_correct_static_projection,correct_residual_cluster_mode,incorrect_residual_cluster_mode,same_mode_cluster
arithmetic,150,30,0.9828079342842102,0.9804006814956665,-0.002407252788543701,0.16685327887535095,0.18092641234397888,0.01407313346862793,2,0,False
causal_micro_world,120,72,0.9713259339332581,0.9735718965530396,0.002245962619781494,0.22825156152248383,0.22024935483932495,-0.008002206683158875,3,1,False
commonsense_multihop,96,156,0.9782231450080872,0.9768315553665161,-0.001391589641571045,0.19422073662281036,0.20145708322525024,0.00723634660243988,1,3,False
symbolic_logic,96,79,0.9826338887214661,0.9828288555145264,0.00019496679306030273,0.17117685079574585,0.17640425264835358,0.005227401852607727,0,3,False
temporal_ordering,107,96,0.9650470614433289,0.976783275604248,0.01173621416091919,0.2383890002965927,0.20270280539989471,-0.035686194896698,4,3,False
