task_family,same_family_nn,same_outcome_nn,nn_js_divergence,nn_tv_distance
arithmetic,0.7,0.7666666666666667,0.007694117835901048,0.030555555555555558
causal_micro_world,0.7833333333333333,0.65,0.000533537225689513,0.0060714285714285705
commonsense_multihop,0.48333333333333334,0.5833333333333334,0.0019138167080031648,0.021984126984126984
symbolic_logic,0.7,0.43333333333333335,0.000928361981933995,0.008174603174603175
temporal_ordering,0.6333333333333333,0.48333333333333334,0.004691342378302584,0.020595238095238097
