task_family,same_temp_js,cross_temp_js,temperature_margin,same_temp_tv,cross_temp_tv
arithmetic,0.18203555609057395,0.21867444952455478,0.03663889343398083,0.25767477203647415,0.2984126984126984
causal_micro_world,0.09830327898032948,0.10050094117579408,0.002197662195464606,0.17271825396825394,0.1965552178318135
temporal_ordering,0.19879128443876506,0.19006029650063924,-0.008730987938125823,0.2728319783197832,0.26489361702127656
commonsense_multihop,0.2281857497144099,0.21918130254136603,-0.009004447173043884,0.3314550264550264,0.32811663991439266
symbolic_logic,0.11056628648817887,0.09592534606821235,-0.014640940419966525,0.2204241071428571,0.19365079365079363
