error_family,sample_count,baseline_own_probability_mean,steered_own_probability_mean,own_probability_delta,baseline_best_other_probability_mean,steered_best_other_probability_mean,best_other_probability_delta
causal_substitution,60,0.2861924219275804,0.203539926825906,-0.08265249510167438,0.2072328348195121,0.24402461964420258,0.03679178482469048
definition_substitution,60,0.2488622566159104,0.20660196014540722,-0.042260296470503195,0.2237818736571845,0.2396465993596545,0.015864725702469995
entity_swap,60,0.2798734643517941,0.20060574845471385,-0.07926771589708026,0.21459431878438415,0.24460662948506626,0.03001231070068211
numeric_distortion,60,0.3003097950943615,0.22347955764847086,-0.07683023744589065,0.20332460266432187,0.23101460510973318,0.02769000244541131
role_inversion,60,0.4143890835801907,0.2070646938861636,-0.2073243896940271,0.16969419655164947,0.23123934059004161,0.06154514403839215
