family_left,causal_substitution,definition_substitution,entity_swap,numeric_distortion,role_inversion
causal_substitution,2.0792016584891826e-05,78.15438079833984,74.36451721191406,78.77242279052734,72.09488677978516
definition_substitution,78.15438079833984,2.651826071087271e-05,72.2472152709961,79.91653442382812,77.17243194580078
entity_swap,74.3645248413086,72.2472152709961,2.5481787815806456e-05,73.98859405517578,79.26367950439453
numeric_distortion,78.77242279052734,79.91653442382812,73.98860168457031,2.1467181795742363e-05,76.46127319335938
role_inversion,72.09488677978516,77.17243194580078,79.26367950439453,76.46127319335938,4.4223168515600264e-05
