same_family,same_outcome,js_divergence,tv_distance
False,False,0.43500640867893786,0.5304411015378914
False,True,0.44318242341845804,0.5397131589261219
True,False,0.42676135353679834,0.5205234159779614
True,True,0.4137350743423984,0.5112050782834429
