error_family,pair_count,atlas_pca1,atlas_pca2,atlas_umap1,atlas_umap2,mean_projection_margin,mean_own_family_projection_energy,mean_best_other_projection_energy,proj_causal_substitution,proj_definition_substitution,proj_entity_swap,proj_numeric_distortion,proj_role_inversion
causal_substitution,60,-0.12087816745042801,0.7047738432884216,3.6813082695007324,1.0687743425369263,0.023874627053737642,0.19650437254458666,0.17262974549084903,0.19650437254458666,0.050398653476925875,0.06465916904465606,0.08438465809449554,0.15126268863677977
definition_substitution,60,0.0772562101483345,0.42447128891944885,4.593203067779541,2.6565778255462646,-0.000934645797436436,0.16400831675467392,0.16494296255211036,0.06275670798495411,0.16400831675467392,0.06958190922935804,0.09151338211571176,0.1459460912272334
entity_swap,60,1.1855484247207642,-0.35981589555740356,6.918217182159424,6.10711669921875,0.07654725049311915,0.19219211492066582,0.11564486442754666,0.05260069281018029,0.04148547747172415,0.19219211492066582,0.07188569751257698,0.08029323591229816
numeric_distortion,60,-0.6823890209197998,-0.8236579895019531,1.938174843788147,2.191770315170288,0.03948340428372224,0.23542012559870878,0.19593672131498654,0.06460998730423549,0.03975686060730368,0.07022911738604307,0.23542012559870878,0.17900023522476355
role_inversion,60,-0.459537535905838,0.05422869697213173,3.5076372623443604,2.467649221420288,0.08495511456082265,0.1929068415115277,0.10795172695070505,0.06605658248687783,0.04405943057499826,0.03165686576006313,0.08739449667433898,0.1929068415115277
