same_prompt,same_family,same_outcome,js_divergence,tv_distance
False,False,False,0.4920139445586037,0.5965101766513057
False,False,True,0.520102769145431,0.6085884353741496
False,True,False,0.4209945264303425,0.5333809523809524
False,True,True,0.38592521961821386,0.47493650793650793
True,True,False,0.23922351784704474,0.3619047619047619
True,True,True,0.2850444943891602,0.3764665286404417
