task_family,same_family_nn,same_outcome_nn,nn_js_divergence,nn_tv_distance
arithmetic,0.7,0.9,0.027741496760030165,0.10333333333333332
causal_micro_world,0.4,0.7,0.052948864530328155,0.1338095238095238
commonsense_multihop,0.5,0.5,0.02720047011643436,0.1252380952380952
symbolic_logic,0.5,0.3,0.014425603016581209,0.06845238095238096
temporal_ordering,0.1,0.6,0.009749412829093992,0.08154761904761905
