task_family,correct_count,incorrect_count,correct_residual_norm_mean,incorrect_residual_norm_mean,incorrect_minus_correct_residual_norm,correct_static_projection_mean,incorrect_static_projection_mean,incorrect_minus_correct_static_projection,correct_residual_cluster_mode,incorrect_residual_cluster_mode,same_mode_cluster
arithmetic,93,53,0.9872042536735535,0.9850747585296631,-0.002129495143890381,0.149521142244339,0.15884901583194733,0.009327873587608337,0,0,True
causal_micro_world,73,50,0.9724019765853882,0.9719824194908142,-0.0004195570945739746,0.21963781118392944,0.21905894577503204,-0.0005788654088973999,1,1,True
commonsense_multihop,75,92,0.9726918339729309,0.9694874882698059,-0.003204345703125,0.2186732441186905,0.2322840541601181,0.013610810041427612,3,2,False
symbolic_logic,46,59,0.9801112413406372,0.9825797080993652,0.0024684667587280273,0.18995065987110138,0.17689400911331177,-0.013056650757789612,2,2,True
temporal_ordering,37,83,0.9754654169082642,0.9772301912307739,0.0017647743225097656,0.2084399312734604,0.1956324279308319,-0.012807503342628479,1,3,False
