prompt_id,task_family,outcome,n_trials,within_prompt_js,between_prompt_js,js_margin,js_ratio,within_prompt_tv,between_prompt_tv,tv_margin,tv_ratio,centroid_entropy,dominant_cluster,dominant_cluster_share
arith_007,arithmetic,correct,4,0.10239014650061008,0.3433840159076766,0.24099386940706652,0.29817971063667403,0.19999999999999996,0.47534013605442177,0.2753401360544218,0.42075134168157413,2.2998428398862387,0,0.21666666666666665
arith_007,arithmetic,incorrect,1,,0.3433840159076766,,,,0.47534013605442177,,,2.0,0,0.25
arith_008,arithmetic,correct,3,0.13377128950429915,0.36523609948327246,0.2314648099789733,0.366259769211082,0.27777777777777773,0.4923913043478261,0.21461352657004834,0.5641402992396369,1.9790931016302689,2,0.2888888888888889
arith_008,arithmetic,incorrect,2,0.0611016960331585,0.36523609948327246,0.30413440345011394,0.1672936933660275,0.2666666666666666,0.4923913043478261,0.22572463768115947,0.5415746872700514,1.9812136605040847,0,0.2833333333333333
causal_001,causal_micro_world,correct,1,,0.3956484857681603,,,,0.5202702702702703,,,0.8112781244591328,1,0.75
causal_001,causal_micro_world,incorrect,4,0.3385707091280326,0.3956484857681603,0.0570777766401277,0.8557361428306495,0.5,0.5202702702702703,0.020270270270270285,0.961038961038961,1.1994602933016414,1,0.6875
causal_002,causal_micro_world,correct,4,0.06896269048501505,0.3245965045891076,0.2556338141040926,0.2124566639197544,0.12499999999999994,0.4474637681159421,0.32246376811594213,0.27935222672064763,1.9839942919610851,1,0.2708333333333333
causal_002,causal_micro_world,incorrect,1,,0.3245965045891076,,,,0.4474637681159421,,,0.9182958340544896,0,0.6666666666666666
causal_003,causal_micro_world,correct,3,0.0,0.5263378303345735,0.5263378303345735,0.0,0.0,0.6046296296296296,0.6046296296296296,0.0,1.584962500721156,0,0.3333333333333333
causal_003,causal_micro_world,incorrect,2,0.3333333333333333,0.5263378303345735,0.19300449700124017,0.633306811941383,0.3333333333333333,0.6046296296296296,0.2712962962962963,0.5513016845329249,1.9182958340544896,1,0.3333333333333333
causal_004,causal_micro_world,correct,4,0.37188353526983997,0.38424411249363855,0.012360577223798574,0.9678314466717998,0.4583333333333333,0.4900362318840579,0.03170289855072461,0.9353049907578559,1.8755314240223577,1,0.3958333333333333
causal_004,causal_micro_world,incorrect,1,,0.38424411249363855,,,,0.4900362318840579,,,1.7924812503605778,1,0.5
causal_005,causal_micro_world,correct,2,0.2075187496394218,0.35959129751691016,0.15207254787748836,0.577096139624077,0.3333333333333333,0.46329365079365076,0.12996031746031744,0.7194860813704497,1.4591479170272446,1,0.5
causal_005,causal_micro_world,incorrect,3,0.2222222222222222,0.35959129751691016,0.13736907529468795,0.6179855401305199,0.2222222222222222,0.46329365079365076,0.24107142857142855,0.4796573875802998,1.224394445405986,1,0.6666666666666666
causal_006,causal_micro_world,correct,5,0.3338228187768879,0.5121643681923966,0.17834154941550873,0.6517884482184165,0.4166666666666667,0.5962962962962963,0.17962962962962964,0.6987577639751553,1.5523892173146847,3,0.4333333333333333
causal_007,causal_micro_world,correct,2,0.4252835873133533,0.45873528954985254,0.03345170223649924,0.9270784197367403,0.5,0.5555555555555556,0.05555555555555558,0.8999999999999999,1.3844315043405981,1,0.5833333333333333
causal_007,causal_micro_world,incorrect,3,0.6037593748197109,0.45873528954985254,-0.14502408526985833,1.3161389336585974,0.6666666666666666,0.5555555555555556,-0.11111111111111105,1.2,1.4591479170272446,1,0.5
causal_008,causal_micro_world,correct,2,0.3080790459672314,0.42133231264359267,0.11325326667636126,0.7312020386811329,0.4166666666666666,0.5089285714285714,0.09226190476190482,0.8187134502923975,1.8505602963278094,3,0.41666666666666663
causal_008,causal_micro_world,incorrect,3,0.36056805531517006,0.42133231264359267,0.06076425732842261,0.8557806854471581,0.4444444444444444,0.5089285714285714,0.06448412698412698,0.8732943469785575,1.836591668108979,1,0.4444444444444444
commonsense_001,commonsense_multihop,correct,2,0.2075187496394218,0.2552064990973615,0.04768774945793969,0.8131405366767451,0.3333333333333333,0.38409090909090904,0.050757575757575724,0.8678500986193295,1.9591479170272448,1,0.3333333333333333
commonsense_001,commonsense_multihop,incorrect,3,0.17022141471022337,0.2552064990973615,0.08498508438713812,0.6669948269823793,0.2666666666666666,0.38409090909090904,0.11742424242424243,0.6942800788954635,2.1546108761429115,3,0.35555555555555557
commonsense_002,commonsense_multihop,correct,5,0.24145707610945033,0.3821554711451012,0.14069839503565085,0.6318294368151833,0.36499999999999994,0.4780952380952379,0.11309523809523797,0.7634462151394424,1.898012055606332,1,0.39666666666666667
commonsense_003,commonsense_multihop,correct,2,0.4252835873133533,0.34667648867493633,-0.07860709863841697,1.22674482177568,0.4999999999999999,0.45037878787878777,-0.04962121212121212,1.1101766190075695,1.384431504340598,3,0.5833333333333333
commonsense_003,commonsense_multihop,incorrect,3,0.2222222222222222,0.34667648867493633,0.12445426645271412,0.641007479542665,0.2222222222222222,0.45037878787878777,0.22815656565656556,0.4934118306700309,1.8910611120726526,0,0.3333333333333333
commonsense_004,commonsense_multihop,incorrect,5,0.18347047246064582,0.33390030163265083,0.150429829172005,0.5494768095852027,0.32,0.446875,0.12687500000000002,0.7160839160839161,1.5664289532206626,2,0.39666666666666667
commonsense_005,commonsense_multihop,correct,4,0.2520420943471434,0.3094505586725167,0.057408464325373276,0.8144825959544408,0.4000000000000001,0.43604166666666666,0.03604166666666658,0.9173435260391785,1.915364772016737,3,0.3875
commonsense_005,commonsense_multihop,incorrect,1,,0.3094505586725167,,,,0.43604166666666666,,,1.5,1,0.5
commonsense_006,commonsense_multihop,correct,2,0.32518928103806,0.30439270081927244,-0.020796580218787553,1.0683215470108633,0.4999999999999999,0.42405303030303027,-0.07594696969696962,1.179097811523001,1.5343371980653047,3,0.4583333333333333
commonsense_006,commonsense_multihop,incorrect,3,0.3410819282057036,0.30439270081927244,-0.036689227386431156,1.120532546567911,0.4666666666666666,0.42405303030303027,-0.042613636363636354,1.1004912907548012,1.8642987014761427,3,0.4222222222222222
commonsense_007,commonsense_multihop,correct,2,0.25,0.33950728413299436,0.08950728413299436,0.7363612260586082,0.25,0.456439393939394,0.20643939393939398,0.5477178423236514,2.25,0,0.25
commonsense_007,commonsense_multihop,incorrect,3,0.28389358154490574,0.33950728413299436,0.05561370258808862,0.8361929031063051,0.4166666666666666,0.456439393939394,0.039772727272727404,0.9128630705394188,1.8514386053981016,2,0.5277777777777778
commonsense_008,commonsense_multihop,correct,2,0.3310236596092001,0.3300740651552914,-0.0009495944539086865,1.0028769132572168,0.4,0.44943181818181815,0.04943181818181813,0.8900126422250317,1.8419877070528812,2,0.45
commonsense_008,commonsense_multihop,incorrect,3,0.4191761267851197,0.3300740651552914,-0.08910206162982826,1.2699456607955792,0.5611111111111111,0.44943181818181815,-0.11167929292929296,1.2484899564545584,1.9448138903256664,3,0.3611111111111111
logic_001,symbolic_logic,correct,2,0.0,0.47601332389936124,0.47601332389936124,0.0,0.0,0.5402621722846441,0.5402621722846441,0.0,1.584962500721156,1,0.3333333333333333
logic_001,symbolic_logic,incorrect,3,0.13367821485724488,0.47601332389936124,0.3423351090421164,0.2808287250495264,0.31111111111111106,0.5402621722846441,0.22915106117353307,0.5758521086077412,1.329293057749123,2,0.4777777777777778
logic_002,symbolic_logic,correct,2,0.2075187496394218,0.5172968119835543,0.30977806234413247,0.4011599237267659,0.3333333333333333,0.5732209737827715,0.23988764044943817,0.5815093106827834,1.4591479170272448,3,0.5
logic_002,symbolic_logic,incorrect,3,0.4239323847213432,0.5172968119835543,0.09336442726221106,0.8195147831972734,0.5277777777777778,0.5732209737827715,0.04544319600499369,0.9207230752477406,1.9341956474579236,2,0.3611111111111111
logic_003,symbolic_logic,correct,2,0.1908745046211096,0.5938647780026294,0.40299027338151977,0.32141071787938985,0.3333333333333333,0.6327715355805243,0.29943820224719103,0.5267830719147677,1.4833557549816876,1,0.41666666666666663
logic_003,symbolic_logic,incorrect,3,0.013813893082605467,0.5938647780026294,0.5800508849200239,0.023261007546307628,0.11111111111111106,0.6327715355805243,0.5216604244694133,0.17559435730492248,0.9910760598382222,2,0.5555555555555555
logic_004,symbolic_logic,correct,3,0.13970469796147986,0.5401738886324292,0.4004691906709493,0.2586291209209936,0.27777777777777773,0.5758823529411764,0.29810457516339867,0.4823516059471116,1.3821022532543101,4,0.5
logic_004,symbolic_logic,incorrect,2,0.5,0.5401738886324292,0.04017388863242921,0.9256278589582729,0.5,0.5758823529411764,0.0758823529411764,0.8682328907048009,1.5,4,0.5
logic_005,symbolic_logic,correct,5,0.23817490092422192,0.621100202748931,0.3829253018247091,0.3834725860176542,0.26666666666666666,0.6717948717948717,0.4051282051282051,0.39694656488549623,1.5628066316931741,4,0.4666666666666666
logic_006,symbolic_logic,correct,3,0.5080692793181476,0.6344755846920277,0.1264063053738801,0.8007704182419607,0.5555555555555556,0.6676470588235294,0.11209150326797379,0.83210964268233,1.5466316153937776,3,0.4444444444444444
logic_006,symbolic_logic,incorrect,2,0.4252835873133533,0.6344755846920277,0.2091919973786744,0.6702914935959033,0.4999999999999999,0.6676470588235294,0.16764705882352948,0.7488986784140967,1.384431504340598,3,0.5833333333333333
logic_007,symbolic_logic,incorrect,5,0.35,0.5662055585571613,0.21620555855716128,0.6181500600098149,0.35,0.5874509803921569,0.23745098039215695,0.5957943925233644,1.6854752972273344,3,0.5
logic_008,symbolic_logic,correct,1,,0.6699736013145493,,,,0.6941947565543071,,,1.0,2,0.5
logic_008,symbolic_logic,incorrect,4,0.4166666666666667,0.6699736013145493,0.2533069346478826,0.6219150513529618,0.4166666666666667,0.6941947565543071,0.2775280898876404,0.6002158079309415,1.75,0,0.5
temporal_001,temporal_ordering,correct,2,0.0,0.4693903175128212,0.4693903175128212,0.0,0.0,0.5556641604010025,0.5556641604010025,0.0,1.584962500721156,1,0.3333333333333333
temporal_001,temporal_ordering,incorrect,3,0.48897239556289973,0.4693903175128212,-0.019582078050078555,1.0417181124524233,0.5833333333333334,0.5556641604010025,-0.027669172932330843,1.0497947769608948,2.054585169337799,4,0.4166666666666667
temporal_002,temporal_ordering,correct,5,0.50545851693378,0.49168194807620336,-0.01377656885757661,1.0280192691870833,0.5333333333333333,0.5771428571428571,0.04380952380952374,0.9240924092409242,1.9138755975478232,1,0.4
temporal_003,temporal_ordering,correct,1,,0.42936891705494656,,,,0.5261014686248331,,,0.0,3,1.0
temporal_003,temporal_ordering,incorrect,4,0.2203886800398757,0.42936891705494656,0.20898023701507087,0.5132851291414567,0.35912698412698413,0.5261014686248331,0.16697448449784896,0.6826192389572672,1.8556591202906718,2,0.4196428571428571
temporal_004,temporal_ordering,incorrect,5,0.1245112497836531,0.524366004097374,0.39985475431372086,0.23745103384034705,0.2,0.5955072463768116,0.3955072463768116,0.33584813823314674,0.9709505944546686,2,0.6
temporal_005,temporal_ordering,correct,1,,0.44416975511429857,,,,0.531041388518024,,,0.9709505944546686,3,0.6
temporal_005,temporal_ordering,incorrect,4,0.39857370740483783,0.44416975511429857,0.04559604770946074,0.8973454469052548,0.486111111111111,0.531041388518024,0.044930277406912966,0.9153921363223688,1.9523971130576072,1,0.29166666666666663
temporal_006,temporal_ordering,correct,1,,0.50114794504194,,,,0.5855807743658211,,,1.9219280948873623,4,0.4
temporal_006,temporal_ordering,incorrect,4,0.4508348134686378,0.50114794504194,0.05031313157330225,0.89960423449588,0.5452380952380952,0.5855807743658211,0.04034267912772593,0.9311065511475907,2.0950135269471795,2,0.3571428571428571
temporal_007,temporal_ordering,correct,2,0.1908745046211096,0.5464449093859569,0.3555704047648473,0.3493023749376608,0.3333333333333333,0.617543859649123,0.28421052631578964,0.5397727272727271,1.4833557549816876,1,0.41666666666666663
temporal_007,temporal_ordering,incorrect,3,0.3060986113514965,0.5464449093859569,0.2403462980344604,0.5601637165866568,0.4444444444444445,0.617543859649123,0.17309941520467848,0.7196969696969696,1.4355205042826666,4,0.5555555555555555
temporal_008,temporal_ordering,incorrect,5,0.1701134349253413,0.5866823331739679,0.4165688982486266,0.28995833913222313,0.2,0.6630641821946169,0.4630641821946169,0.30162992568538066,1.258040253688799,1,0.6333333333333333
