prompt_id,task_family,outcome,n_trials,within_prompt_js,between_prompt_js,js_margin,js_ratio,within_prompt_tv,between_prompt_tv,tv_margin,tv_ratio,centroid_entropy,dominant_cluster,dominant_cluster_share
arith_001,arithmetic,correct,2,0.4591479170272448,0.4127861202973652,-0.046361796729879556,1.112314330473324,0.6666666666666667,0.5516260162601626,-0.11504065040650413,1.208548268238762,0.9182958340544896,0,0.6666666666666666
arith_001,arithmetic,incorrect,3,0.3091454054645319,0.4127861202973652,0.10364071483283332,0.748923934849912,0.4444444444444444,0.5516260162601626,0.10718157181571819,0.8056988454925079,1.1221136771091087,0,0.7222222222222222
arith_002,arithmetic,correct,4,0.25,0.39643330938728905,0.14643330938728905,0.6306230936708868,0.25,0.5059523809523809,0.25595238095238093,0.49411764705882355,1.4056390622295662,0,0.5
arith_002,arithmetic,incorrect,1,,0.39643330938728905,,,,0.5059523809523809,,,1.584962500721156,0,0.3333333333333333
arith_003,arithmetic,correct,2,0.195709628799731,0.3582342419935192,0.16252461319378822,0.5463174812955808,0.3333333333333333,0.47215447154471546,0.13882113821138214,0.7059836418424451,1.5510981710072649,3,0.5833333333333333
arith_003,arithmetic,incorrect,3,0.09085955685554,0.3582342419935192,0.26737468513797924,0.2536316917945095,0.2222222222222222,0.47215447154471546,0.24993224932249325,0.4706557612282967,1.2326602568158207,0,0.5555555555555555
arith_004,arithmetic,correct,2,0.3112781244591328,0.3957512375263829,0.08447311306725014,0.7865499711504536,0.5,0.5018292682926829,0.0018292682926829285,0.9963547995139732,1.5612781244591327,0,0.375
arith_004,arithmetic,incorrect,3,0.4734828210449107,0.3957512375263829,-0.07773158351852777,1.1964152632961653,0.5555555555555556,0.5018292682926829,-0.05372628726287265,1.1070608883488593,1.8638263900908156,0,0.4444444444444444
arith_005,arithmetic,correct,3,0.37205269731148766,0.39040214564843323,0.018349448336945573,0.9529985976217721,0.44444444444444436,0.49927536231884057,0.0548309178743962,0.8901790033865504,1.4806821149663845,0,0.4444444444444444
arith_005,arithmetic,incorrect,2,0.4252835873133533,0.39040214564843323,-0.034881441664920076,1.0893474640283654,0.5,0.49927536231884057,-0.0007246376811594346,1.0014513788098693,2.2177648376739314,0,0.29166666666666663
arith_006,arithmetic,correct,5,0.03683936535061251,0.4069757554527569,0.3701363901021444,0.09051980334707911,0.1933333333333333,0.511,0.3176666666666667,0.3783431180691454,1.9966628160219748,0,0.27
