mean_within_prompt_js,mean_between_prompt_js,mean_js_margin,mean_js_ratio,mean_centroid_entropy,mean_dominant_cluster_share,mean_dominant_outcome_share
0.2762490056576641,0.4352945465877445,0.161578791102758,0.6541895538181419,1.6013062853906985,0.4581159177285939,0.74
