same_prompt,same_family,same_outcome,js_divergence,tv_distance
False,False,False,0.4975790486998465,0.5878451998540953
False,False,True,0.5000871808976055,0.5861109103393445
False,True,False,0.4440604861313982,0.5384721190613738
False,True,True,0.44239162090676803,0.5336334760020458
True,True,False,0.299273831129271,0.40196500286861736
True,True,True,0.268764262499037,0.35381562881562884
